分区方案,计费分区,费用类型,计费单位,开始重量段,截止重量段,价格值,折扣
杭州E邮宝线下分区NEW,7,单票费,票,0.035,0.036,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.036,0.037,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.037,0.038,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.038,0.039,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.039,0.04,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.04,0.041,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.041,0.042,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.042,0.043,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.043,0.044,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.044,0.045,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.045,0.046,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.046,0.047,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.047,0.048,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.048,0.049,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.049,0.05,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.05,0.2,16.15,1
杭州E邮宝线下分区NEW,7,单票费,票,0.2,2,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0,0.001,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.001,0.002,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.002,0.003,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.003,0.004,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.004,0.005,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.005,0.006,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.006,0.007,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.007,0.008,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.008,0.009,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.009,0.01,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.01,0.011,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.011,0.012,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.012,0.013,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.013,0.014,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.014,0.015,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.015,0.016,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.016,0.017,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.017,0.018,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.018,0.019,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.019,0.02,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.02,0.021,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.021,0.022,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.022,0.023,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.023,0.024,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.024,0.025,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.025,0.026,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.026,0.027,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.027,0.028,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.028,0.029,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.029,0.03,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.03,0.031,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.031,0.032,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.032,0.033,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.033,0.034,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.034,0.035,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.035,0.036,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.036,0.037,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.037,0.038,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.038,0.039,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.039,0.04,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.04,0.041,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.041,0.042,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.042,0.043,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.043,0.044,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.044,0.045,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.045,0.046,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.046,0.047,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.047,0.048,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.048,0.049,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.049,0.05,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.05,0.2,16.15,1
杭州E邮宝线下分区NEW,8,单票费,票,0.2,2,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0,0.001,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.001,0.002,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.002,0.003,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.003,0.004,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.004,0.005,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.005,0.006,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.006,0.007,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.007,0.008,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.008,0.009,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.009,0.01,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.01,0.011,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.011,0.012,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.012,0.013,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.013,0.014,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.014,0.015,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.015,0.016,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.016,0.017,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.017,0.018,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.018,0.019,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.019,0.02,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.02,0.021,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.021,0.022,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.022,0.023,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.023,0.024,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.024,0.025,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.025,0.026,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.026,0.027,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.027,0.028,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.028,0.029,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.029,0.03,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.03,0.031,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.031,0.032,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.032,0.033,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.033,0.034,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.034,0.035,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.035,0.036,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.036,0.037,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.037,0.038,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.038,0.039,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.039,0.04,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.04,0.041,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.041,0.042,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.042,0.043,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.043,0.044,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.044,0.045,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.045,0.046,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.046,0.047,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.047,0.048,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.048,0.049,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.049,0.05,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.05,0.2,16.15,1
杭州E邮宝线下分区NEW,9,单票费,票,0.2,2,16.15,1
杭州E邮宝线下分区NEW,10,单票费,票,0,0.001,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.001,0.002,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.002,0.003,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.003,0.004,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.004,0.005,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.005,0.006,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.006,0.007,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.007,0.008,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.008,0.009,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.009,0.01,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.01,0.011,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.011,0.012,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.012,0.013,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.013,0.014,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.014,0.015,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.015,0.016,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.016,0.017,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.017,0.018,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.018,0.019,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.019,0.02,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.02,0.021,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.021,0.022,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.022,0.023,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.023,0.024,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.024,0.025,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.025,0.026,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.026,0.027,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.027,0.028,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.028,0.029,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.029,0.03,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.03,0.031,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.031,0.032,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.032,0.033,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.033,0.034,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.034,0.035,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.035,0.036,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.036,0.037,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.037,0.038,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.038,0.039,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.039,0.04,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.04,0.041,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.041,0.042,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.042,0.043,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.043,0.044,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.044,0.045,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.045,0.046,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.046,0.047,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.047,0.048,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.048,0.049,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.049,0.05,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.05,0.2,22.1,1
杭州E邮宝线下分区NEW,10,单票费,票,0.2,2,22.1,1
杭州E邮宝线下分区NEW,11,单票费,票,0,0.001,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.001,0.002,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.002,0.003,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.003,0.004,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.004,0.005,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.005,0.006,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.006,0.007,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.007,0.008,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.008,0.009,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.009,0.01,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.01,0.011,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.011,0.012,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.012,0.013,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.013,0.014,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.014,0.015,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.015,0.016,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.016,0.017,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.017,0.018,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.018,0.019,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.019,0.02,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.02,0.021,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.021,0.022,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.022,0.023,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.023,0.024,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.024,0.025,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.025,0.026,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.026,0.027,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.027,0.028,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.028,0.029,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.029,0.03,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.03,0.031,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.031,0.032,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.032,0.033,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.033,0.034,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.034,0.035,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.035,0.036,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.036,0.037,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.037,0.038,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.038,0.039,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.039,0.04,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.04,0.041,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.041,0.042,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.042,0.043,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.043,0.044,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.044,0.045,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.045,0.046,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.046,0.047,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.047,0.048,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.048,0.049,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.049,0.05,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.05,0.2,6.8,1
杭州E邮宝线下分区NEW,11,单票费,票,0.2,2,6.8,1
顺邮宝挂号分区2,1,单票费,票,0,2,8,1
顺邮宝挂号分区2,2,单票费,票,0,2,8,1
顺邮宝挂号分区2,3,单票费,票,0,2,8,1
顺邮宝挂号分区2,4,单票费,票,0,2,8,1
顺邮宝挂号分区2,5,单票费,票,0,2,8,1
顺邮宝挂号分区2,6,单票费,票,0,2,8,1
顺邮宝挂号分区2,7,单票费,票,0,2,8,1
顺邮宝挂号分区2,8,单票费,票,0,2,8,1
顺邮宝挂号分区2,9,单票费,票,0,2,8,1
顺邮宝挂号分区2,10,单票费,票,0,2,8,1
顺邮宝挂号分区2,11,单票费,票,0,2,8,1
顺邮宝挂号分区2,12,单票费,票,0,2,8,1
顺邮宝挂号分区2,13,单票费,票,0,2,8,1
顺邮宝挂号分区2,14,单票费,票,0,2,8,1
顺邮宝挂号分区2,15,单票费,票,0,2,8,1
顺邮宝挂号分区2,16,单票费,票,0,2,8,1
顺邮宝挂号分区2,17,单票费,票,0,2,8,1
顺邮宝挂号分区2,18,单票费,票,0,2,8,1
顺邮宝挂号分区2,19,单票费,票,0,2,8,1
顺邮宝挂号分区2,20,单票费,票,0,2,8,1
顺邮宝挂号分区2,21,单票费,票,0,2,8,1
顺邮宝挂号分区2,22,单票费,票,0,2,8,1
顺邮宝挂号分区2,23,单票费,票,0,2,8,1
顺邮宝挂号分区2,24,单票费,票,0,2,8,1
顺邮宝挂号分区2,25,单票费,票,0,2,8,1
顺邮宝挂号分区2,26,单票费,票,0,2,8,1
顺邮宝平邮plus分区2,1,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,2,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,3,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,4,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,5,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,6,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,7,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,8,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,9,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,10,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,11,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,12,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,13,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,15,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,16,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,17,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,18,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,19,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,20,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,22,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,23,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,24,单票费,票,0,2,2.5,1
顺邮宝平邮plus分区2,25,单票费,票,0,2,2.5,1
万邑通易递宝马邮平邮2,1,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,2,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,3,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,4,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,5,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,6,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,7,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,8,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,9,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,10,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,11,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,12,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,13,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,14,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,15,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,16,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,17,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,18,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,19,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,20,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,23,单票费,票,0.071,2,2.6,1
万邑通易递宝马邮平邮2,24,单票费,票,0.071,2,2.6,1
郑州邮政小包挂号分区NEW,1,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,2,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,3,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,4,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,5,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,6,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,7,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,8,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,9,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,10,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,11,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,12,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,13,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,14,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,15,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,16,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,17,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,18,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,19,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,20,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,21,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,22,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,23,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,24,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,25,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,26,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,27,单票费,票,0,2,7.2,1
郑州邮政小包挂号分区NEW,28,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,29,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,30,单票费,票,0,2,9.6,1
郑州邮政小包挂号分区NEW,31,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,32,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,33,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,34,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,35,单票费,票,0,2,6.4,1
郑州邮政小包挂号分区NEW,36,单票费,票,0,2,6.4,1
杭州E邮宝线上分区NEW,1,单票费,票,0,0.001,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.001,0.002,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.002,0.003,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.003,0.004,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.004,0.005,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.005,0.006,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.006,0.007,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.007,0.008,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.008,0.009,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.009,0.01,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.01,0.011,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.011,0.012,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.012,0.013,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.013,0.014,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.014,0.015,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.015,0.016,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.016,0.017,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.017,0.018,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.018,0.019,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.019,0.02,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.02,0.021,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.021,0.022,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.022,0.023,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.023,0.024,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.024,0.025,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.025,0.026,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.026,0.027,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.027,0.028,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.028,0.029,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.029,0.03,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.03,0.031,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.031,0.032,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.032,0.033,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.033,0.034,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.034,0.035,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.035,0.036,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.036,0.037,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.037,0.038,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.038,0.039,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.039,0.04,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.04,0.041,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.041,0.042,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.042,0.043,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.043,0.044,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.044,0.045,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.045,0.046,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.046,0.047,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.047,0.048,7.65,1
杭州E邮宝线上分区NEW,1,单票费,票,0.048,0.049,7.65,1
